reference_number,gazetted_names,local_name,waterbody_id,reach_number,site_number,sampling_method,method_number,haul_number_pass_number,species,length_mm,weight_g,sex,maturity,age_structure,age_sample_number,age,genetic_structure,genetic_sample_number,comments
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,83,5.2,,,,,,,,NA. Pit Tag ID: 3DD.003E192A3F. Row ID: 398.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,89,6.5,,,,,,,,NA. Pit Tag ID: 3DD.003E192A42. Row ID: 399.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,73,4.6,,,,,,,,NA. Pit Tag ID: 3DD.003E192A41. Row ID: 400.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,42,1,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,76,4.8,,,,,,,,NA. Pit Tag ID: 3DD.003E192A51. Row ID: 401.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,81,4.9,,,,,,,,NA. Pit Tag ID: 3DD.003E192A58. Row ID: 402.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,75,4.2,,,,,,,,NA. Pit Tag ID: 3DD.003E192A4F. Row ID: 403.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,65,2.9,,,,,,,,NA. Pit Tag ID: 3DD.003E192A61. Row ID: 404.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,49,1.1,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,54,1.4,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,36,0.4,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,38,0.6,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,40,0.6,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,38,0.5,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,40,0.7,,,,,,,,
